0.59151125,0.125091314,0.124757528,0.139451027,0.139482737,0.127658129,0.145173311,0.140679121,0.133049488,0.127117634
0.730172634,0.266708374,0.262794256,0.284460545,0.276885271,0.252535105,0.29268837,0.275823593,0.271466017,0.255585909
0.867854118,0.399546623,0.392038107,0.424260139,0.406861305,0.386425972,0.432953596,0.413922548,0.41075635,0.384623051
1.002010107,0.525168896,0.517193079,0.563862324,0.53369236,0.51963377,0.578296423,0.552374601,0.553384781,0.514985561
1.145717144,0.651199341,0.644032717,0.70776248,0.659569263,0.652984619,0.723248243,0.697399855,0.692843676,0.643222094
1.276829958,0.777236223,0.769600153,0.867162943,0.784328699,0.784307241,0.866966009,0.843775511,0.840497017,0.77452898
1.410661221,0.903851509,0.898492813,1.021726131,0.913841009,0.913317204,1.009952068,0.984383583,0.986640692,0.906341791
1.541652441,1.030987501,1.023056746,1.171572447,1.058716774,1.047365427,1.163070202,1.124206781,1.127794504,1.036545277
1.673383236,1.161400795,1.147195101,1.317919254,1.207554817,1.176727295,1.296153545,1.262808084,1.257538795,1.173690557
1.804803371,1.286635876,1.27038312,1.456348896,1.355499029,1.309868097,1.426592827,1.397972107,1.39087677,1.301443815
1.939163685,1.411978722,1.39768362,1.607508659,1.48492837,1.446858168,1.552400351,1.531558275,1.521755934,1.428020239
2.082060575,1.537755251,1.520908594,1.745328665,1.614016771,1.580874681,1.680105448,1.669240475,1.657851219,1.558096886
2.220722198,1.667742252,1.644161224,1.890255928,1.752379417,1.727501631,1.811764956,1.804666519,1.810795069,1.685204983
2.352975845,1.79153204,1.771060705,2.047796011,1.887658596,1.861743212,1.940263748,1.942428112,1.944024086,1.8167696
2.489338875,1.91923213,1.895842075,2.198302984,2.028291225,1.997101545,2.067625999,2.084459066,2.079931974,1.954035521
2.626337051,2.044468403,2.018884182,2.341152191,2.157281637,2.13344121,2.193368673,2.222929716,2.216103554,2.081952572
2.760796309,2.171171427,2.140926123,2.497106791,2.289778471,2.259622574,2.326062441,2.3590312,2.359007359,2.208821058
2.896935463,2.29858017,2.264144897,2.640417099,2.421037436,2.391007423,2.457567692,2.497999191,2.49088788,2.332346439
3.030213356,2.424454212,2.390972137,2.793486118,2.545061827,2.523672819,2.587682247,2.637172222,2.62399888,2.457791805
3.167314291,2.552866697,2.521549702,2.931582689,2.672608137,2.656642914,2.714122295,2.771905899,2.755314112,2.585677624
3.304262161,2.679686308,2.644598961,3.077121258,2.805138588,2.799095869,2.84266758,2.906783819,2.891412735,2.720285177
3.438581944,2.809595823,2.772589684,3.213855505,2.937040091,2.951815128,2.97268033,3.048017979,3.022104979,2.84717989
3.577822924,2.93938303,2.897483349,3.373345137,3.068141222,3.09941411,3.103238821,3.186190128,3.153084517,2.983462095
3.715138197,3.067533255,3.021062613,3.525772095,3.197048187,3.240645409,3.229830265,3.327907324,3.283475399,3.117461681
3.849192381,3.197083235,3.145872593,3.679008245,3.336205959,3.3832798,3.359918356,3.466473818,3.413067818,3.256150723
3.987910271,3.324098349,3.269770861,3.822960854,3.468708277,3.526071548,3.488645554,3.602742434,3.543068886,3.401505709
4.125632524,3.450972795,3.396790504,3.967114449,3.599024296,3.670844793,3.615966082,3.736428261,3.673996687,3.532946348
4.257395267,3.577778101,3.5226717,4.116503954,3.725202799,3.81354928,3.743195534,3.870722532,3.804134846,3.65978694
4.391272068,3.704077482,3.647816658,4.261631727,3.860949278,3.94045949,3.870768309,4.00819087,3.935067654,3.789966345
4.524741411,3.833161831,3.772867203,4.416647673,3.990983725,4.073211432,3.997525215,4.154946327,4.068191767,3.923628092
4.659487963,3.964362144,3.901571751,4.565747261,4.130027771,4.201401472,4.124486446,4.298117161,4.197789669,4.054280043
4.794735909,4.090687275,4.025357246,4.719002008,4.268641472,4.329306364,4.254882574,4.432766199,4.329806566,4.175516844
4.929822445,4.215997696,4.147765398,4.873563051,4.411421299,4.458652973,4.383180141,4.564759493,4.453479767,4.301313639
5.062639952,4.341864109,4.277158737,5.025300264,4.537545919,4.597211838,4.525435209,4.705694437,4.576862574,4.441521168
5.198256493,4.472409725,4.404708624,5.171704054,4.674602032,4.734916925,4.661920071,4.843806982,4.702052593,4.567678928
5.331232071,4.598559141,4.531934977,5.314535141,4.820777893,4.871123791,4.806911945,4.982711077,4.839928627,4.699263096
5.463987589,4.725714922,4.656226397,5.461970329,4.959126949,5.014395714,4.942909241,5.118730068,4.969293356,4.825727463
5.598818541,4.854724646,4.786274672,5.606544018,5.087678671,5.138299704,5.091092825,5.256953478,5.093502998,4.950580597
5.731313944,4.979450464,4.915612221,5.751766443,5.234790802,5.267862797,5.229151726,5.394436359,5.218371391,5.079743147
5.868750572,5.104030132,5.035817862,5.896132231,5.381034613,5.394206524,5.362720728,5.529352188,5.347002506,5.204037428
6.012261629,5.229164124,5.159343004,6.041699886,5.518087387,5.519846678,5.488959312,5.666748524,5.474085569,5.330688715
6.149095297,5.355972767,5.281441689,6.192728996,5.647620201,5.647672653,5.615353107,5.803418159,5.60013175,5.461910248
6.28428483,5.477795362,5.404874563,6.343875647,5.783276081,5.778136253,5.743006468,5.938579082,5.7290833,5.59330225
6.422019958,5.600150347,5.529512405,6.494747877,5.91448307,5.925009727,5.867736578,6.07306838,5.860266685,5.737024784
