0.64203453,0.7986458333333334,0.59610176,1.0,0.04118061065673828
0.6408992,0.8040625,0.59508294,1.0,0.08209657669067383
0.6397703,0.8098958333333334,0.5940728,1.0,0.12611126899719238
0.63864803,0.815,0.59307134,1.0,0.16565799713134766
0.63753235,0.8202083333333333,0.59207845,1.0,0.2165815830230713
0.6364233,0.8245833333333333,0.5910944,1.0,0.25742506980895996
0.63532114,0.8297916666666667,0.59011924,1.0,0.29720425605773926
0.6342257,0.834375,0.5891531,1.0,0.33649730682373047
0.6331373,0.8388541666666667,0.58819586,1.0,0.38018250465393066
0.6320559,0.8432291666666667,0.5872478,1.0,0.4231846332550049
0.6309816,0.8486458333333333,0.58630896,1.0,0.4670710563659668
0.6299144,0.8523958333333334,0.58537924,1.0,0.5114455223083496
0.6288544,0.8565625,0.5844589,1.0,0.5550000667572021
0.6278018,0.8608333333333333,0.58354807,1.0,0.592294454574585
0.62675637,0.8646875,0.58264655,1.0,0.6328294277191162
0.6257186,0.8691666666666666,0.5817545,1.0,0.6744809150695801
0.6246882,0.8728125,0.5808721,1.0,0.7144262790679932
0.6236655,0.8770833333333333,0.5799992,1.0,0.7545499801635742
0.6226503,0.881875,0.5791361,1.0,0.7953853607177734
0.6216428,0.8866666666666667,0.5782826,1.0,0.8357985019683838
0.6206432,0.8911458333333333,0.5774389,1.0,0.8769583702087402
0.6196513,0.8961458333333333,0.57660496,1.0,0.9171879291534424
0.6186673,0.8990625,0.5757808,1.0,0.9582850933074951
0.6176912,0.9042708333333334,0.5749665,1.0,0.9986896514892578
0.61672324,0.9084375,0.5741621,1.0,1.0381903648376465
0.61576307,0.9119791666666667,0.57336754,1.0,1.0794868469238281
0.6148112,0.91625,0.57258296,1.0,1.118973970413208
0.6138673,0.9201041666666666,0.5718084,1.0,1.1598105430603027
0.6129316,0.9235416666666667,0.5710436,1.0,1.1995625495910645
0.6120042,0.9273958333333333,0.57028884,1.0,1.2395968437194824
0.6110849,0.9301041666666666,0.569544,1.0,1.2814264297485352
0.610174,0.9340625,0.5688091,1.0,1.3213708400726318
0.6092713,0.9363541666666667,0.5680842,1.0,1.3617768287658691
0.6083771,0.9407291666666666,0.56736916,1.0,1.402599811553955
0.6074911,0.9451041666666666,0.56666416,1.0,1.4436187744140625
0.6066136,0.9490625,0.5659691,1.0,1.4860284328460693
0.6057445,0.9521875,0.5652839,1.0,1.5289652347564697
0.6048837,0.9548958333333334,0.5646085,1.0,1.5755853652954102
0.6040314,0.9586458333333333,0.563943,1.0,1.6170074939727783
0.6031876,0.9619791666666667,0.5632874,1.0,1.6536357402801514
